name,type_name,parent,status,rank,address
Segniliparaceae,Segniliparus,Mycobacteriales,correct name,family,https://lpsn.dsmz.de/family/segniliparaceae
Methermicoccaceae,Methermicoccus,Methanosarcinales,correct name,family,https://lpsn.dsmz.de/family/methermicoccaceae
Nakamurellaceae,Nakamurella,Nakamurellales,correct name,family,https://lpsn.dsmz.de/family/nakamurellaceae
Desulfonatronaceae,Desulfonatronum,Desulfovibrionales,correct name,family,https://lpsn.dsmz.de/family/desulfonatronaceae
Hafniaceae,Hafnia,Enterobacterales,correct name,family,https://lpsn.dsmz.de/family/hafniaceae
[Actinomycetales; not assigned to family],,Actinomycetales,placeholder name,family,https://lpsn.dsmz.de/family/actinomycetales-no-family
Aerococcaceae,Aerococcus,Lactobacillales,correct name,family,https://lpsn.dsmz.de/family/aerococcaceae
Methanomicrobiaceae,Methanomicrobium,Methanomicrobiales,correct name,family,https://lpsn.dsmz.de/family/methanomicrobiaceae
Helicobacteraceae,Helicobacter,Campylobacterales,correct name,family,https://lpsn.dsmz.de/family/helicobacteraceae
Prolixibacteraceae,Prolixibacter,Bacteroidales,correct name,family,https://lpsn.dsmz.de/family/prolixibacteraceae
Saccharospirillaceae,Saccharospirillum,Oceanospirillales,correct name,family,https://lpsn.dsmz.de/family/saccharospirillaceae
Methylothermaceae,Methylothermus,Methylococcales,correct name,family,https://lpsn.dsmz.de/family/methylothermaceae
Nitrosomonadaceae,Nitrosomonas,Nitrosomonadales,correct name,family,https://lpsn.dsmz.de/family/nitrosomonadaceae
Geminicoccaceae,Geminicoccus,Rhodospirillales,correct name,family,https://lpsn.dsmz.de/family/geminicoccaceae
Treponemataceae,Treponema,Spirochaetales,correct name,family,https://lpsn.dsmz.de/family/treponemataceae
Halorubraceae,Halorubrum,Haloferacales,correct name,family,https://lpsn.dsmz.de/family/halorubraceae
Dietziaceae,Dietzia,Mycobacteriales,correct name,family,https://lpsn.dsmz.de/family/dietziaceae
Methanopyraceae,Methanopyrus,Methanopyrales,correct name,family,https://lpsn.dsmz.de/family/methanopyraceae
Opitutaceae,Opitutus,Opitutales,correct name,family,https://lpsn.dsmz.de/family/opitutaceae
Egibacteraceae,Egibacter,Egibacterales,correct name,family,https://lpsn.dsmz.de/family/egibacteraceae
Legionellaceae,Legionella,Legionellales,correct name,family,https://lpsn.dsmz.de/family/legionellaceae
Immundisolibacteraceae,Immundisolibacter,Immundisolibacterales,correct name,family,https://lpsn.dsmz.de/family/immundisolibacteraceae
Planctomycetaceae,Planctomyces,Planctomycetales,correct name,family,https://lpsn.dsmz.de/family/planctomycetaceae
Zavarziniaceae,Zavarzinia,Rhodospirillales,correct name,family,https://lpsn.dsmz.de/family/zavarziniaceae
[Deltaproteobacteria; not assigned to family],,[Deltaproteobacteria; not assigned to order],placeholder name,family,https://lpsn.dsmz.de/family/deltaproteobacteria-no-family
Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/hyphomicrobiaceae
Chitinivibrionaceae,Chitinivibrio,Chitinivibrionales,correct name,family,https://lpsn.dsmz.de/family/chitinivibrionaceae
Patulibacteraceae,Patulibacter,Solirubrobacterales,correct name,family,https://lpsn.dsmz.de/family/patulibacteraceae
Microbulbiferaceae,Microbulbifer,Cellvibrionales,correct name,family,https://lpsn.dsmz.de/family/microbulbiferaceae
Aestuariirhabdaceae,Aestuariirhabdus,Oceanospirillales,correct name,family,https://lpsn.dsmz.de/family/aestuariirhabdaceae
Fluviibacteraceae,Fluviibacter,Rhodocyclales,correct name,family,https://lpsn.dsmz.de/family/fluviibacteraceae
Beijerinckiaceae,Beijerinckia,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/beijerinckiaceae
Rhodothalassiaceae,Rhodothalassium,Rhodothalassiales,correct name,family,https://lpsn.dsmz.de/family/rhodothalassiaceae
Salsipaludibacteraceae,Salsipaludibacter,Salsipaludibacterales,correct name,family,https://lpsn.dsmz.de/family/salsipaludibacteraceae
Raineyaceae,Raineya,Cytophagales,correct name,family,https://lpsn.dsmz.de/family/raineyaceae
Methanocaldococcaceae,Methanocaldococcus,Methanococcales,correct name,family,https://lpsn.dsmz.de/family/methanocaldococcaceae
Acanthopleuribacteraceae,Acanthopleuribacter,Acanthopleuribacterales,correct name,family,https://lpsn.dsmz.de/family/acanthopleuribacteraceae
Listeriaceae,Listeria,Caryophanales,correct name,family,https://lpsn.dsmz.de/family/listeriaceae
Spiroplasmataceae,Spiroplasma,Entomoplasmatales,correct name,family,https://lpsn.dsmz.de/family/spiroplasmataceae
Oscillochloridaceae,Oscillochloris,Chloroflexales,correct name,family,https://lpsn.dsmz.de/family/oscillochloridaceae
[Synergistota; not assigned to family],,[Synergistota; not assigned to order],placeholder name,family,https://lpsn.dsmz.de/family/synergistota-no-family
Oleiphilaceae,Oleiphilus,Oceanospirillales,correct name,family,https://lpsn.dsmz.de/family/oleiphilaceae
Wenzhouxiangellaceae,Wenzhouxiangella,Chromatiales,correct name,family,https://lpsn.dsmz.de/family/wenzhouxiangellaceae
Isosphaeraceae,Isosphaera,Isosphaerales,correct name,family,https://lpsn.dsmz.de/family/isosphaeraceae
[Gemmatales; not assigned to family],,Gemmatales,placeholder name,family,https://lpsn.dsmz.de/family/gemmatales-no-family
Deferrisomataceae,Deferrisoma,Deferrisomatales,correct name,family,https://lpsn.dsmz.de/family/deferrisomataceae
Alicyclobacillaceae,Alicyclobacillus,Caryophanales,correct name,family,https://lpsn.dsmz.de/family/alicyclobacillaceae
Weeksellaceae,Weeksella,Flavobacteriales,correct name,family,https://lpsn.dsmz.de/family/weeksellaceae
Nitrobacteraceae,Nitrobacter,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/nitrobacteraceae
Thiofilaceae,Thiofilum,Thiotrichales,correct name,family,https://lpsn.dsmz.de/family/thiofilaceae
Moraxellaceae,Moraxella,Pseudomonadales,correct name,family,https://lpsn.dsmz.de/family/moraxellaceae
Kofleriaceae,Kofleria,Myxococcales,correct name,family,https://lpsn.dsmz.de/family/kofleriaceae
Lawsonellaceae,Lawsonella,Mycobacteriales,correct name,family,https://lpsn.dsmz.de/family/lawsonellaceae
Dissulfurirhabdaceae,Dissulfurirhabdus,[Deltaproteobacteria; not assigned to order],not validly published,family,https://lpsn.dsmz.de/family/dissulfurirhabdaceae
Lacipirellulaceae,Lacipirellula,Pirellulales,correct name,family,https://lpsn.dsmz.de/family/lacipirellulaceae
Waddliaceae,Waddlia,Chlamydiales,correct name,family,https://lpsn.dsmz.de/family/waddliaceae
Reyranellaceae,Reyranella,Rhodospirillales,correct name,family,https://lpsn.dsmz.de/family/reyranellaceae
Spirillaceae,Spirillum,Nitrosomonadales,correct name,family,https://lpsn.dsmz.de/family/spirillaceae
Acidaminococcaceae,Acidaminococcus,Acidaminococcales,correct name,family,https://lpsn.dsmz.de/family/acidaminococcaceae
Caldisericaceae,Caldisericum,Caldisericales,correct name,family,https://lpsn.dsmz.de/family/caldisericaceae
Halobacteroidaceae,Halobacteroides,Halanaerobiales,correct name,family,https://lpsn.dsmz.de/family/halobacteroidaceae
Temperatibacteraceae,Temperatibacter,Kordiimonadales,correct name,family,https://lpsn.dsmz.de/family/temperatibacteraceae
Tichowtungiaceae,Tichowtungia,Tichowtungiales,correct name,family,https://lpsn.dsmz.de/family/tichowtungiaceae
Catenulisporaceae,Catenulispora,Catenulisporales,correct name,family,https://lpsn.dsmz.de/family/catenulisporaceae
Oscillatoriaceae,Oscillatoria,Oscillatoriales,correct name,family,https://lpsn.dsmz.de/family/oscillatoriaceae
Ignavibacteriaceae,Ignavibacterium,Ignavibacteriales,correct name,family,https://lpsn.dsmz.de/family/ignavibacteriaceae
Dissulfurispiraceae,Dissulfurispira,Thermodesulfovibrionales,correct name,family,https://lpsn.dsmz.de/family/dissulfurispiraceae
Actinomycetaceae,Actinomyces,Actinomycetales,correct name,family,https://lpsn.dsmz.de/family/actinomycetaceae
Leptolyngbyaceae,Leptolyngbya,Synechococcales,correct name,family,https://lpsn.dsmz.de/family/leptolyngbyaceae
Prevotellaceae,Prevotella,Bacteroidales,correct name,family,https://lpsn.dsmz.de/family/prevotellaceae
Rhodanobacteraceae,Rhodanobacter,Lysobacterales,correct name,family,https://lpsn.dsmz.de/family/rhodanobacteraceae
Granulosicoccaceae,Granulosicoccus,Chromatiales,correct name,family,https://lpsn.dsmz.de/family/granulosicoccaceae
Spongiibacteraceae,Spongiibacter,Cellvibrionales,correct name,family,https://lpsn.dsmz.de/family/spongiibacteraceae
Williamwhitmaniaceae,Williamwhitmania,Bacteroidales,correct name,family,https://lpsn.dsmz.de/family/williamwhitmaniaceae
Zymomonadaceae,Zymomonas,Sphingomonadales,correct name,family,https://lpsn.dsmz.de/family/zymomonadaceae
Methanosaetaceae,Methanosaeta,Methanosarcinales,in need of a replacement,family,https://lpsn.dsmz.de/family/methanosaetaceae
Paludibacteraceae,Paludibacter,Bacteroidales,correct name,family,https://lpsn.dsmz.de/family/paludibacteraceae
Chlamydiaceae,Chlamydia,Chlamydiales,correct name,family,https://lpsn.dsmz.de/family/chlamydiaceae
Thermoleophilaceae,Thermoleophilum,Thermoleophilales,correct name,family,https://lpsn.dsmz.de/family/thermoleophilaceae
Algiphilaceae,Algiphilus,Nevskiales,correct name,family,https://lpsn.dsmz.de/family/algiphilaceae
Atopobiaceae,Atopobium,Coriobacteriales,correct name,family,https://lpsn.dsmz.de/family/atopobiaceae
[Caryophanales; not assigned to family],,Caryophanales,placeholder name,family,https://lpsn.dsmz.de/family/caryophanales-no-family
Rhizobiaceae,Rhizobium,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/rhizobiaceae
Dysgonomonadaceae,Dysgonomonas,Bacteroidales,correct name,family,https://lpsn.dsmz.de/family/dysgonomonadaceae
Boseaceae,Bosea,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/boseaceae
Halobacteriovoracaceae,Halobacteriovorax,Bacteriovoracales,correct name,family,https://lpsn.dsmz.de/family/halobacteriovoracaceae
[Streptosporangiales; not assigned to family],,Streptosporangiales,placeholder name,family,https://lpsn.dsmz.de/family/streptosporangiales-no-family
Carnobacteriaceae,Carnobacterium,Lactobacillales,correct name,family,https://lpsn.dsmz.de/family/carnobacteriaceae
Syntrophobacteraceae,Syntrophobacter,Syntrophobacterales,correct name,family,https://lpsn.dsmz.de/family/syntrophobacteraceae
Ventosimonadaceae,Ventosimonas,Pseudomonadales,correct name,family,https://lpsn.dsmz.de/family/ventosimonadaceae
Kaistiaceae,Kaistia,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/kaistiaceae
[Oceanospirillales; not assigned to family],,Oceanospirillales,placeholder name,family,https://lpsn.dsmz.de/family/oceanospirillales-no-family
Akkermansiaceae,Akkermansia,Verrucomicrobiales,correct name,family,https://lpsn.dsmz.de/family/akkermansiaceae
Bradymonadaceae,Bradymonas,Bradymonadales,correct name,family,https://lpsn.dsmz.de/family/bradymonadaceae
[Thermoanaerobacterales; not assigned to family],,Thermoanaerobacterales,placeholder name,family,https://lpsn.dsmz.de/family/thermoanaerobacterales-no-family
Thermogemmatisporaceae,Thermogemmatispora,Thermogemmatisporales,correct name,family,https://lpsn.dsmz.de/family/thermogemmatisporaceae
Alcanivoracaceae,Alcanivorax,Oceanospirillales,correct name,family,https://lpsn.dsmz.de/family/alcanivoracaceae
Melioribacteraceae,Melioribacter,Ignavibacteriales,correct name,family,https://lpsn.dsmz.de/family/melioribacteraceae
Moritellaceae,Moritella,Alteromonadales,correct name,family,https://lpsn.dsmz.de/family/moritellaceae
Tepidisphaeraceae,Tepidisphaera,Tepidisphaerales,correct name,family,https://lpsn.dsmz.de/family/tepidisphaeraceae
Puniceicoccaceae,Puniceicoccus,Puniceicoccales,correct name,family,https://lpsn.dsmz.de/family/puniceicoccaceae
Motilibacteraceae,Motilibacter,Frankiales,correct name,family,https://lpsn.dsmz.de/family/motilibacteraceae
[Bacillota; not assigned to family],,[Bacillota; not assigned to order],placeholder name,family,https://lpsn.dsmz.de/family/bacillota-no-family
Balneicellaceae,Balneicella,Bacteroidales,correct name,family,https://lpsn.dsmz.de/family/balneicellaceae
Longimicrobiaceae,Longimicrobium,Longimicrobiales,correct name,family,https://lpsn.dsmz.de/family/longimicrobiaceae
Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilales,correct name,family,https://lpsn.dsmz.de/family/nitrosopumilaceae
Gordoniaceae,Gordonia,Mycobacteriales,correct name,family,https://lpsn.dsmz.de/family/gordoniaceae
Kiloniellaceae,Kiloniella,Rhodospirillales,correct name,family,https://lpsn.dsmz.de/family/kiloniellaceae
Mogibacteriaceae,Mogibacterium,Eubacteriales,not validly published,family,https://lpsn.dsmz.de/family/mogibacteriaceae
Thermithiobacillaceae,Thermithiobacillus,Acidithiobacillales,correct name,family,https://lpsn.dsmz.de/family/thermithiobacillaceae
Pirellulaceae,Pirellula,Pirellulales,correct name,family,https://lpsn.dsmz.de/family/pirellulaceae
Devosiaceae,Devosia,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/devosiaceae
Thioalkalibacteraceae,Thioalkalibacter,Chromatiales,correct name,family,https://lpsn.dsmz.de/family/thioalkalibacteraceae
Prochloraceae,Prochloron,Synechococcales,correct name,family,https://lpsn.dsmz.de/family/prochloraceae
Bryobacteraceae,Bryobacter,Bryobacterales,correct name,family,https://lpsn.dsmz.de/family/bryobacteraceae
Vallicoccaceae,Vallicoccus,Frankiales,correct name,family,https://lpsn.dsmz.de/family/vallicoccaceae
Aphanothecaceae,Aphanothece,Chroococcales,correct name,family,https://lpsn.dsmz.de/family/aphanothecaceae
Koleobacteraceae,Koleobacter,Koleobacterales,correct name,family,https://lpsn.dsmz.de/family/koleobacteraceae
Halobacteriaceae,Halobacterium,Halobacteriales,correct name,family,https://lpsn.dsmz.de/family/halobacteriaceae
Methylocystaceae,Methylocystis,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/methylocystaceae
Maricaulaceae,Maricaulis,Caulobacterales,correct name,family,https://lpsn.dsmz.de/family/maricaulaceae
Azonexaceae,Azonexus,Rhodocyclales,correct name,family,https://lpsn.dsmz.de/family/azonexaceae
Balneolaceae,Balneola,Balneolales,correct name,family,https://lpsn.dsmz.de/family/balneolaceae
Chromatiaceae,Chromatium,Chromatiales,correct name,family,https://lpsn.dsmz.de/family/chromatiaceae
Atribacteraceae,Atribacter,Atribacterales,correct name,family,https://lpsn.dsmz.de/family/atribacteraceae
Dermatophilaceae,Dermatophilus,Micrococcales,correct name,family,https://lpsn.dsmz.de/family/dermatophilaceae
Methanonatronarchaeaceae,Methanonatronarchaeum,Methanonatronarchaeales,correct name,family,https://lpsn.dsmz.de/family/methanonatronarchaeaceae
Succinivibrionaceae,Succinivibrio,Aeromonadales,correct name,family,https://lpsn.dsmz.de/family/succinivibrionaceae
Muribaculaceae,Muribaculum,Bacteroidales,correct name,family,https://lpsn.dsmz.de/family/muribaculaceae
Rhodospirillaceae,Rhodospirillum,Rhodospirillales,correct name,family,https://lpsn.dsmz.de/family/rhodospirillaceae
Oligoflexaceae,Oligoflexus,Oligoflexales,correct name,family,https://lpsn.dsmz.de/family/oligoflexaceae
Crenotrichaceae,Crenothrix,Sphingobacteriales,correct name,family,https://lpsn.dsmz.de/family/crenotrichaceae
Intrasporangiaceae,Intrasporangium,Micrococcales,correct name,family,https://lpsn.dsmz.de/family/intrasporangiaceae
Methanosarcinaceae,Methanosarcina,Methanosarcinales,correct name,family,https://lpsn.dsmz.de/family/methanosarcinaceae
Thorselliaceae,Thorsellia,[Gammaproteobacteria; not assigned to order],correct name,family,https://lpsn.dsmz.de/family/thorselliaceae
Xanthobacteraceae,Xanthobacter,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/xanthobacteraceae
Streptosporangiaceae,Streptosporangium,Streptosporangiales,correct name,family,https://lpsn.dsmz.de/family/streptosporangiaceae
Ilumatobacteraceae,Ilumatobacter,Acidimicrobiales,correct name,family,https://lpsn.dsmz.de/family/ilumatobacteraceae
Iamiaceae,Iamia,Acidimicrobiales,correct name,family,https://lpsn.dsmz.de/family/iamiaceae
Pectobacteriaceae,Pectobacterium,Enterobacterales,correct name,family,https://lpsn.dsmz.de/family/pectobacteriaceae
Thiotrichaceae,Thiothrix,Thiotrichales,in need of a replacement,family,https://lpsn.dsmz.de/family/thiotrichaceae
Nocardiaceae,Nocardia,Mycobacteriales,correct name,family,https://lpsn.dsmz.de/family/nocardiaceae
[Eubacteriales; not assigned to family],,Eubacteriales,placeholder name,family,https://lpsn.dsmz.de/family/eubacteriales-no-family
Rhodobiaceae,Rhodobium,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/rhodobiaceae
Salinibacteraceae,Salinibacter,Rhodothermales,correct name,family,https://lpsn.dsmz.de/family/salinibacteraceae
Desulfurellaceae,Desulfurella,Desulfurellales,correct name,family,https://lpsn.dsmz.de/family/desulfurellaceae
Vallitaleaceae,Vallitalea,Eubacteriales,correct name,family,https://lpsn.dsmz.de/family/vallitaleaceae
Erysipelotrichaceae,Erysipelothrix,Erysipelotrichales,correct name,family,https://lpsn.dsmz.de/family/erysipelotrichaceae
Microvenatoraceae,Microvenator,Bradymonadales,correct name,family,https://lpsn.dsmz.de/family/microvenatoraceae
Gemmataceae,Gemmata,Gemmatales,correct name,family,https://lpsn.dsmz.de/family/gemmataceae
Beggiatoaceae,Beggiatoa,Thiotrichales,correct name,family,https://lpsn.dsmz.de/family/beggiatoaceae
Syntrophaceae,Syntrophus,Syntrophobacterales,correct name,family,https://lpsn.dsmz.de/family/syntrophaceae
Comamonadaceae,Comamonas,Burkholderiales,correct name,family,https://lpsn.dsmz.de/family/comamonadaceae
Roseiflexaceae,Roseiflexus,Chloroflexales,correct name,family,https://lpsn.dsmz.de/family/roseiflexaceae
Silvanigrellaceae,Silvanigrella,Silvanigrellales,correct name,family,https://lpsn.dsmz.de/family/silvanigrellaceae
Syntrophomonadaceae,Syntrophomonas,Eubacteriales,correct name,family,https://lpsn.dsmz.de/family/syntrophomonadaceae
Gemmatimonadaceae,Gemmatimonas,Gemmatimonadales,correct name,family,https://lpsn.dsmz.de/family/gemmatimonadaceae
Celerinatantimonadaceae,Celerinatantimonas,Alteromonadales,correct name,family,https://lpsn.dsmz.de/family/celerinatantimonadaceae
Anaeromyxobacteraceae,Anaeromyxobacter,Myxococcales,correct name,family,https://lpsn.dsmz.de/family/anaeromyxobacteraceae
Marinilabiliaceae,Marinilabilia,Bacteroidales,correct name,family,https://lpsn.dsmz.de/family/marinilabiliaceae
Sphingobacteriaceae,Sphingobacterium,Sphingobacteriales,correct name,family,https://lpsn.dsmz.de/family/sphingobacteriaceae
Capillimicrobiaceae,Capillimicrobium,Solirubrobacterales,correct name,family,https://lpsn.dsmz.de/family/capillimicrobiaceae
Sandaracinaceae,Sandaracinus,Myxococcales,correct name,family,https://lpsn.dsmz.de/family/sandaracinaceae
Metamycoplasmataceae,Metamycoplasma,Mycoplasmoidales,correct name,family,https://lpsn.dsmz.de/family/metamycoplasmataceae
Bacteroidaceae,Bacteroides,Bacteroidales,correct name,family,https://lpsn.dsmz.de/family/bacteroidaceae
Phycisphaeraceae,Phycisphaera,Phycisphaerales,correct name,family,https://lpsn.dsmz.de/family/phycisphaeraceae
Capsulimonadaceae,Capsulimonas,Capsulimonadales,correct name,family,https://lpsn.dsmz.de/family/capsulimonadaceae
Oligosphaeraceae,Oligosphaera,Oligosphaerales,correct name,family,https://lpsn.dsmz.de/family/oligosphaeraceae
Gracilibacteraceae,Gracilibacter,Eubacteriales,correct name,family,https://lpsn.dsmz.de/family/gracilibacteraceae
Herpetosiphonaceae,Herpetosiphon,Herpetosiphonales,correct name,family,https://lpsn.dsmz.de/family/herpetosiphonaceae
Balneatricaceae,Balneatrix,Oceanospirillales,correct name,family,https://lpsn.dsmz.de/family/balneatricaceae
Methylophilaceae,Methylophilus,Nitrosomonadales,correct name,family,https://lpsn.dsmz.de/family/methylophilaceae
Eggerthellaceae,Eggerthella,Eggerthellales,correct name,family,https://lpsn.dsmz.de/family/eggerthellaceae
Ornithinimicrobiaceae,Ornithinimicrobium,Micrococcales,correct name,family,https://lpsn.dsmz.de/family/ornithinimicrobiaceae
Blattabacteriaceae,Blattabacterium,Flavobacteriales,correct name,family,https://lpsn.dsmz.de/family/blattabacteriaceae
Filobacteriaceae,Filobacterium,Sphingobacteriales,correct name,family,https://lpsn.dsmz.de/family/filobacteriaceae
Thermosynergistaceae,Thermosynergistes,[Synergistota; not assigned to order],correct name,family,https://lpsn.dsmz.de/family/thermosynergistaceae
Sphaerobacteraceae,Sphaerobacter,Sphaerobacterales,correct name,family,https://lpsn.dsmz.de/family/sphaerobacteraceae
Afifellaceae,Afifella,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/afifellaceae
Sporolactobacillaceae,Sporolactobacillus,Caryophanales,correct name,family,https://lpsn.dsmz.de/family/sporolactobacillaceae
Chromobacteriaceae,Chromobacterium,Neisseriales,correct name,family,https://lpsn.dsmz.de/family/chromobacteriaceae
Enterobacteriaceae,Escherichia,Enterobacterales,correct name,family,https://lpsn.dsmz.de/family/enterobacteriaceae
Chroococcaceae,Chroococcus,Chroococcales,correct name,family,https://lpsn.dsmz.de/family/chroococcaceae
Ignatzschineriaceae,Ignatzschineria,Lysobacterales,not validly published,family,https://lpsn.dsmz.de/family/ignatzschineriaceae
Acetobacteraceae,Acetobacter,Rhodospirillales,correct name,family,https://lpsn.dsmz.de/family/acetobacteraceae
Fervidicoccaceae,Fervidicoccus,Fervidicoccales,correct name,family,https://lpsn.dsmz.de/family/fervidicoccaceae
Chloroflexaceae,Chloroflexus,Chloroflexales,correct name,family,https://lpsn.dsmz.de/family/chloroflexaceae
Phreatobacteraceae,Phreatobacter,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/phreatobacteraceae
Jiangellaceae,Jiangella,Jiangellales,correct name,family,https://lpsn.dsmz.de/family/jiangellaceae
Rubrobacteraceae,Rubrobacter,Rubrobacterales,correct name,family,https://lpsn.dsmz.de/family/rubrobacteraceae
Zhaonellaceae,Zhaonella,Thermoanaerobacterales,correct name,family,https://lpsn.dsmz.de/family/zhaonellaceae
Myxococcaceae,Myxococcus,Myxococcales,correct name,family,https://lpsn.dsmz.de/family/myxococcaceae
Hymenobacteraceae,Hymenobacter,Cytophagales,correct name,family,https://lpsn.dsmz.de/family/hymenobacteraceae
Veillonellaceae,Veillonella,Veillonellales,correct name,family,https://lpsn.dsmz.de/family/veillonellaceae
Lichenihabitantaceae,Lichenihabitans,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/lichenihabitantaceae
Jonesiaceae,Jonesia,Micrococcales,correct name,family,https://lpsn.dsmz.de/family/jonesiaceae
Kiritimatiellaceae,Kiritimatiella,Kiritimatiellales,correct name,family,https://lpsn.dsmz.de/family/kiritimatiellaceae
Cellvibrionaceae,Cellvibrio,Cellvibrionales,correct name,family,https://lpsn.dsmz.de/family/cellvibrionaceae
Parachlamydiaceae,Parachlamydia,Chlamydiales,correct name,family,https://lpsn.dsmz.de/family/parachlamydiaceae
Lewinellaceae,Lewinella,Saprospirales,correct name,family,https://lpsn.dsmz.de/family/lewinellaceae
Acidilobaceae,Acidilobus,Acidilobales,correct name,family,https://lpsn.dsmz.de/family/acidilobaceae
Thermoplasmataceae,Thermoplasma,Thermoplasmatales,correct name,family,https://lpsn.dsmz.de/family/thermoplasmataceae
Geodermatophilaceae,Geodermatophilus,Geodermatophilales,correct name,family,https://lpsn.dsmz.de/family/geodermatophilaceae
Fastidiosibacteraceae,Fastidiosibacter,Thiotrichales,correct name,family,https://lpsn.dsmz.de/family/fastidiosibacteraceae
Thermonemataceae,Thermonema,Cytophagales,correct name,family,https://lpsn.dsmz.de/family/thermonemataceae
Thermomonosporaceae,Thermomonospora,Streptosporangiales,correct name,family,https://lpsn.dsmz.de/family/thermomonosporaceae
Colwelliaceae,Colwellia,Alteromonadales,correct name,family,https://lpsn.dsmz.de/family/colwelliaceae
Stellaceae,Stella,Rhodospirillales,correct name,family,https://lpsn.dsmz.de/family/stellaceae
Lachnospiraceae,Lachnospira,Eubacteriales,correct name,family,https://lpsn.dsmz.de/family/lachnospiraceae
Leuconostocaceae,Leuconostoc,Lactobacillales,correct name,family,https://lpsn.dsmz.de/family/leuconostocaceae
Proteinivoracaceae,Proteinivorax,Eubacteriales,correct name,family,https://lpsn.dsmz.de/family/proteinivoracaceae
Pontiellaceae,Pontiella,Kiritimatiellales,correct name,family,https://lpsn.dsmz.de/family/pontiellaceae
Yersiniaceae,Yersinia,Enterobacterales,correct name,family,https://lpsn.dsmz.de/family/yersiniaceae
Archangiaceae,Archangium,Myxococcales,correct name,family,https://lpsn.dsmz.de/family/archangiaceae
Acidothermaceae,Acidothermus,Acidothermales,correct name,family,https://lpsn.dsmz.de/family/acidothermaceae
Acidimicrobiaceae,Acidimicrobium,Acidimicrobiales,correct name,family,https://lpsn.dsmz.de/family/acidimicrobiaceae
Pleomorphomonadaceae,Pleomorphomonas,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/pleomorphomonadaceae
Dissulfuribacteraceae,Dissulfuribacter,Dissulfuribacterales,correct name,family,https://lpsn.dsmz.de/family/dissulfuribacteraceae
Victivallaceae,Victivallis,Victivallales,correct name,family,https://lpsn.dsmz.de/family/victivallaceae
Porticoccaceae,Porticoccus,Cellvibrionales,correct name,family,https://lpsn.dsmz.de/family/porticoccaceae
Ahrensiaceae,Ahrensia,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/ahrensiaceae
Sphingomonadaceae,Sphingomonas,Sphingomonadales,correct name,family,https://lpsn.dsmz.de/family/sphingomonadaceae
Acidobacteriaceae,Acidobacterium,Terriglobales,correct name,family,https://lpsn.dsmz.de/family/acidobacteriaceae
Budviciaceae,Budvicia,Enterobacterales,correct name,family,https://lpsn.dsmz.de/family/budviciaceae
Thermoflexaceae,Thermoflexus,Thermoflexales,correct name,family,https://lpsn.dsmz.de/family/thermoflexaceae
Sphingosinicellaceae,Sphingosinicella,Sphingomonadales,correct name,family,https://lpsn.dsmz.de/family/sphingosinicellaceae
Segnochrobactraceae,Segnochrobactrum,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/segnochrobactraceae
Tsukamurellaceae,Tsukamurella,Mycobacteriales,correct name,family,https://lpsn.dsmz.de/family/tsukamurellaceae
Glycomycetaceae,Glycomyces,Glycomycetales,correct name,family,https://lpsn.dsmz.de/family/glycomycetaceae
Verrucomicrobiaceae,Verrucomicrobium,Verrucomicrobiales,correct name,family,https://lpsn.dsmz.de/family/verrucomicrobiaceae
Bacillaceae,Bacillus,Caryophanales,correct name,family,https://lpsn.dsmz.de/family/bacillaceae
Soortiaceae,Soortia,Balneolales,correct name,family,https://lpsn.dsmz.de/family/soortiaceae
Methanobacteriaceae,Methanobacterium,Methanobacteriales,correct name,family,https://lpsn.dsmz.de/family/methanobacteriaceae
[Betaproteobacteria; not assigned to family],,[Betaproteobacteria; not assigned to order],placeholder name,family,https://lpsn.dsmz.de/family/betaproteobacteria-no-family
Sterolibacteriaceae,Sterolibacterium,Nitrosomonadales,correct name,family,https://lpsn.dsmz.de/family/sterolibacteriaceae
Blastochloridaceae,Blastochloris,Hyphomicrobiales,correct name,family,https://lpsn.dsmz.de/family/blastochloridaceae
Mesoaciditogaceae,Mesoaciditoga,Mesoaciditogales,correct name,family,https://lpsn.dsmz.de/family/mesoaciditogaceae
Cytophagaceae,Cytophaga,Cytophagales,correct name,family,https://lpsn.dsmz.de/family/cytophagaceae
