name,type_name,parent,status,rank,address
Hasllibacter,Hasllibacter,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/hasllibacter
Hoppeia,Hoppeia,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/hoppeia
Crateriforma,Crateriforma,Pirellulaceae,correct name,genus,https://lpsn.dsmz.de/genus/crateriforma
Aridibacter,Aridibacter,Blastocatellaceae,correct name,genus,https://lpsn.dsmz.de/genus/aridibacter
Thiobacterium,Thiobacterium,Thiotrichaceae,correct name,genus,https://lpsn.dsmz.de/genus/thiobacterium
Gabonibacter,Gabonibacter,Odoribacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/gabonibacter
Tuberibacillus,Tuberibacillus,Sporolactobacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/tuberibacillus
Cecembia,Cecembia,Cyclobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/cecembia
Spongiispira,Spongiispira,[Oceanospirillales; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/spongiispira
Aliivibrio,Aliivibrio,Vibrionaceae,correct name,genus,https://lpsn.dsmz.de/genus/aliivibrio
Staphylospora,Staphylospora,Thermoactinomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/staphylospora
Wolbachia,Wolbachia,Ehrlichiaceae,correct name,genus,https://lpsn.dsmz.de/genus/wolbachia
Acidicapsa,Acidicapsa,Acidobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/acidicapsa
Sagittula,Sagittula,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/sagittula
Pseudosporangium,Pseudosporangium,Micromonosporaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudosporangium
Granulosicoccus,Granulosicoccus,Granulosicoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/granulosicoccus
Pseudomaricurvus,Pseudomaricurvus,Cellvibrionaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudomaricurvus
Pseudohaliea,Pseudohaliea,Halieaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudohaliea
Gellertiella,Gellertiella,Rhizobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/gellertiella
Agaribacterium,Agaribacterium,Cellvibrionaceae,correct name,genus,https://lpsn.dsmz.de/genus/agaribacterium
Leptothrix,Leptothrix,Comamonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/leptothrix
Mameliella,Mameliella,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/mameliella
Capillibacterium,Capillibacterium,[Bacillota; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/capillibacterium
Thermosinus,Thermosinus,Sporomusaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermosinus
Litoribrevibacter,Litoribrevibacter,Oceanospirillaceae,correct name,genus,https://lpsn.dsmz.de/genus/litoribrevibacter
Trebonia,Trebonia,Treboniaceae,correct name,genus,https://lpsn.dsmz.de/genus/trebonia
Viridibacillus,Viridibacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/viridibacillus
Paralkalibacillus,Paralkalibacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/paralkalibacillus
Hallella,Hallella,Prevotellaceae,correct name,genus,https://lpsn.dsmz.de/genus/hallella
Haloarchaeobius,Haloarchaeobius,Halobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/haloarchaeobius
Ulvibacter,Ulvibacter,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/ulvibacter
Sphaerobacter,Sphaerobacter,Sphaerobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/sphaerobacter
Curvibacter,Curvibacter,Comamonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/curvibacter
Acetanaerobacterium,Acetanaerobacterium,Oscillospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/acetanaerobacterium
Sporolactobacillus,Sporolactobacillus,Sporolactobacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/sporolactobacillus
Neomegalonema,Neomegalonema,Neomegalonemataceae,correct name,genus,https://lpsn.dsmz.de/genus/neomegalonema
Frisingicoccus,Frisingicoccus,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/frisingicoccus
Muribaculum,Muribaculum,Muribaculaceae,correct name,genus,https://lpsn.dsmz.de/genus/muribaculum
Vulcanisaeta,Vulcanisaeta,Thermoproteaceae,correct name,genus,https://lpsn.dsmz.de/genus/vulcanisaeta
Gehongia,Gehongia,Christensenellaceae,correct name,genus,https://lpsn.dsmz.de/genus/gehongia
Silvibacterium,Silvibacterium,Acidobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/silvibacterium
Alcaligenes,Alcaligenes,Alcaligenaceae,correct name,genus,https://lpsn.dsmz.de/genus/alcaligenes
Kozakia,Kozakia,Acetobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/kozakia
Oceanotoga,Oceanotoga,Petrotogaceae,correct name,genus,https://lpsn.dsmz.de/genus/oceanotoga
Methanopyrus,Methanopyrus,Methanopyraceae,correct name,genus,https://lpsn.dsmz.de/genus/methanopyrus
Thermincola,Thermincola,Peptococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermincola
Oceanicaulis,Oceanicaulis,Maricaulaceae,correct name,genus,https://lpsn.dsmz.de/genus/oceanicaulis
Desulfotruncus,Desulfotruncus,Peptococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/desulfotruncus
Jinshanibacter,Jinshanibacter,Budviciaceae,correct name,genus,https://lpsn.dsmz.de/genus/jinshanibacter
Paraferrimonas,Paraferrimonas,Ferrimonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/paraferrimonas
Leptospira,Leptospira,Leptospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/leptospira
Azotobacter,Azotobacter,Pseudomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/azotobacter
Rubricoccus,Rubricoccus,Rubricoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/rubricoccus
Agitococcus,Agitococcus,Moraxellaceae,correct name,genus,https://lpsn.dsmz.de/genus/agitococcus
Caldalkalibacillus,Caldalkalibacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/caldalkalibacillus
Paludicola,Paludicola,Oscillospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/paludicola
Cochleicola,Cochleicola,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/cochleicola
Aquimarina,Aquimarina,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/aquimarina
Rubricella,Rubricella,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/rubricella
Oceanobacter,Oceanobacter,Oceanospirillaceae,correct name,genus,https://lpsn.dsmz.de/genus/oceanobacter
Pelistega,Pelistega,Alcaligenaceae,correct name,genus,https://lpsn.dsmz.de/genus/pelistega
Methanobrevibacter,Methanobrevibacter,Methanobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/methanobrevibacter
Arenimonas,Arenimonas,Lysobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/arenimonas
Frateuria,Frateuria,Rhodanobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/frateuria
Ruminococcus,Ruminococcus,Oscillospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/ruminococcus
Roseovarius,Roseovarius,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/roseovarius
Butyrivibrio,Butyrivibrio,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/butyrivibrio
Methanomethylovorans,Methanomethylovorans,Methanosarcinaceae,correct name,genus,https://lpsn.dsmz.de/genus/methanomethylovorans
Sulfuricella,Sulfuricella,Sulfuricellaceae,correct name,genus,https://lpsn.dsmz.de/genus/sulfuricella
Perlabentimonas,Perlabentimonas,Tenuifilaceae,correct name,genus,https://lpsn.dsmz.de/genus/perlabentimonas
Afipia,Afipia,Nitrobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/afipia
Parasporobacterium,Parasporobacterium,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/parasporobacterium
Flaviaestuariibacter,Flaviaestuariibacter,Chitinophagaceae,correct name,genus,https://lpsn.dsmz.de/genus/flaviaestuariibacter
Microvirgula,Microvirgula,Chromobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/microvirgula
Nitrosomonas,Nitrosomonas,Nitrosomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/nitrosomonas
Salinigranum,Salinigranum,Halorubraceae,correct name,genus,https://lpsn.dsmz.de/genus/salinigranum
Robinsoniella,Robinsoniella,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/robinsoniella
Pseudooceanicola,Pseudooceanicola,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudooceanicola
Puniceibacterium,Puniceibacterium,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/puniceibacterium
Humibacter,Humibacter,Microbacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/humibacter
Caldibacillus,Caldibacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/caldibacillus
Panacagrimonas,Panacagrimonas,Nevskiaceae,correct name,genus,https://lpsn.dsmz.de/genus/panacagrimonas
Defluviitoga,Defluviitoga,Petrotogaceae,correct name,genus,https://lpsn.dsmz.de/genus/defluviitoga
Biomaibacter,Biomaibacter,Tepidanaerobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/biomaibacter
Flavilitoribacter,Flavilitoribacter,Lewinellaceae,correct name,genus,https://lpsn.dsmz.de/genus/flavilitoribacter
Rhodocista,Rhodocista,Azospirillaceae,correct name,genus,https://lpsn.dsmz.de/genus/rhodocista
Blastococcus,Blastococcus,Geodermatophilaceae,correct name,genus,https://lpsn.dsmz.de/genus/blastococcus
Rugosimonospora,Rugosimonospora,Micromonosporaceae,correct name,genus,https://lpsn.dsmz.de/genus/rugosimonospora
Cytophaga,Cytophaga,Cytophagaceae,correct name,genus,https://lpsn.dsmz.de/genus/cytophaga
Fluviibacter,Fluviibacter,Fluviibacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/fluviibacter
Brumimicrobium,Brumimicrobium,Crocinitomicaceae,correct name,genus,https://lpsn.dsmz.de/genus/brumimicrobium
Aldersonia,Aldersonia,Nocardiaceae,correct name,genus,https://lpsn.dsmz.de/genus/aldersonia
Commensalibacter,Commensalibacter,Acetobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/commensalibacter
Aquidulcibacter,Aquidulcibacter,Caulobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/aquidulcibacter
Geotalea,Geotalea,Geobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/geotalea
Ensifer,Ensifer,Rhizobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/ensifer
Persicitalea,Persicitalea,Spirosomataceae,correct name,genus,https://lpsn.dsmz.de/genus/persicitalea
Xanthobacter,Xanthobacter,Xanthobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/xanthobacter
Galliscardovia,Galliscardovia,Bifidobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/galliscardovia
Kroppenstedtia,Kroppenstedtia,Thermoactinomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/kroppenstedtia
Micavibrio,Micavibrio,Pseudobdellovibrionaceae,correct name,genus,https://lpsn.dsmz.de/genus/micavibrio
Citreicoccus,Citreicoccus,Myxococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/citreicoccus
Aneurinibacillus,Aneurinibacillus,Paenibacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/aneurinibacillus
Halalkalibacter,Halalkalibacter,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/halalkalibacter
Fournierella,Fournierella,Oscillospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/fournierella
Pacificamonas,Pacificamonas,Sphingosinicellaceae,misspelling,genus,https://lpsn.dsmz.de/genus/pacificamonas
Siccibacter,Siccibacter,Enterobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/siccibacter
Flavivirga,Flavivirga,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/flavivirga
Nocardia,Nocardia,Nocardiaceae,correct name,genus,https://lpsn.dsmz.de/genus/nocardia
Floricoccus,Floricoccus,Streptococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/floricoccus
Methylicorpusculum,Methylicorpusculum,Methylococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/methylicorpusculum
Natrinema,Natrinema,Natrialbaceae,correct name,genus,https://lpsn.dsmz.de/genus/natrinema
Arsukibacterium,Arsukibacterium,[Gammaproteobacteria; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/arsukibacterium
Acetitomaculum,Acetitomaculum,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/acetitomaculum
Acidicaldus,Acidicaldus,Acetobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/acidicaldus
Dyella,Dyella,Rhodanobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/dyella
Thermosporothrix,Thermosporothrix,Thermosporotrichaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermosporothrix
Peptoanaerobacter,Peptoanaerobacter,Peptostreptococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/peptoanaerobacter
Achromatium,Achromatium,Thiotrichaceae,correct name,genus,https://lpsn.dsmz.de/genus/achromatium
Marinovum,Marinovum,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/marinovum
Haloflavibacter,Haloflavibacter,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/haloflavibacter
Cryptanaerobacter,Cryptanaerobacter,Peptococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/cryptanaerobacter
Marimicrobium,Marimicrobium,Halieaceae,correct name,genus,https://lpsn.dsmz.de/genus/marimicrobium
Paraconexibacter,Paraconexibacter,Paraconexibacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/paraconexibacter
Flavisolibacter,Flavisolibacter,Chitinophagaceae,correct name,genus,https://lpsn.dsmz.de/genus/flavisolibacter
Martelella,Martelella,Rhizobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/martelella
Aquimixticola,Aquimixticola,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/aquimixticola
Ewingella,Ewingella,Yersiniaceae,correct name,genus,https://lpsn.dsmz.de/genus/ewingella
Winkia,Winkia,Actinomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/winkia
Bailinhaonella,Bailinhaonella,Streptosporangiaceae,correct name,genus,https://lpsn.dsmz.de/genus/bailinhaonella
Acidisoma,Acidisoma,Acetobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/acidisoma
Thalassiella,Thalassiella,Kineosporiaceae,correct name,genus,https://lpsn.dsmz.de/genus/thalassiella
Lacimonas,Lacimonas,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/lacimonas
Aestuariispira,Aestuariispira,Kiloniellaceae,correct name,genus,https://lpsn.dsmz.de/genus/aestuariispira
Spirochaeta,Spirochaeta,Spirochaetaceae,correct name,genus,https://lpsn.dsmz.de/genus/spirochaeta
Moorella,Moorella,Thermoanaerobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/moorella
Alloacidobacterium,Alloacidobacterium,Acidobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/alloacidobacterium
Geoglobus,Geoglobus,Archaeoglobaceae,correct name,genus,https://lpsn.dsmz.de/genus/geoglobus
Hafnia,Hafnia,Hafniaceae,correct name,genus,https://lpsn.dsmz.de/genus/hafnia
Leptobacterium,Leptobacterium,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/leptobacterium
Xiamenia,Xiamenia,Eggerthellaceae,correct name,genus,https://lpsn.dsmz.de/genus/xiamenia
Silvimonas,Silvimonas,Chromobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/silvimonas
Miniphocibacter,Miniphocibacter,Peptoniphilaceae,misspelling,genus,https://lpsn.dsmz.de/genus/miniphocibacter-1
Swingsia,Swingsia,Acetobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/swingsia
Lebetimonas,Lebetimonas,Nautiliaceae,correct name,genus,https://lpsn.dsmz.de/genus/lebetimonas
Testudinibacter,Testudinibacter,Pasteurellaceae,correct name,genus,https://lpsn.dsmz.de/genus/testudinibacter
Klugiella,Klugiella,Microbacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/klugiella
Conyzicola,Conyzicola,Microbacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/conyzicola
Velocimicrobium,Velocimicrobium,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/velocimicrobium
Lactovum,Lactovum,Streptococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/lactovum
Chania,Chania,Yersiniaceae,correct name,genus,https://lpsn.dsmz.de/genus/chania
Paenisporosarcina,Paenisporosarcina,Caryophanaceae,correct name,genus,https://lpsn.dsmz.de/genus/paenisporosarcina
Jahnia,Jahnia,Polyangiaceae,misspelling,genus,https://lpsn.dsmz.de/genus/jahnia
Paraglaciecola,Paraglaciecola,Alteromonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/paraglaciecola
Pelosinus,Pelosinus,Sporomusaceae,correct name,genus,https://lpsn.dsmz.de/genus/pelosinus
Pedomonas,Pedomonas,Sphingosinicellaceae,correct name,genus,https://lpsn.dsmz.de/genus/pedomonas
Pseudaestuariivita,Pseudaestuariivita,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudaestuariivita
Thermodesulfomicrobium,Thermodesulfomicrobium,Desulfomicrobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermodesulfomicrobium
Rariglobus,Rariglobus,Opitutaceae,correct name,genus,https://lpsn.dsmz.de/genus/rariglobus
Frigoriglobus,Frigoriglobus,Gemmataceae,correct name,genus,https://lpsn.dsmz.de/genus/frigoriglobus
Aquimonas,Aquimonas,Rhodanobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/aquimonas
Terriglobus,Terriglobus,Acidobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/terriglobus
Crocinitomix,Crocinitomix,Crocinitomicaceae,correct name,genus,https://lpsn.dsmz.de/genus/crocinitomix
Acaricomes,Acaricomes,Micrococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/acaricomes
Pararhodonellum,Pararhodonellum,Cyclobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/pararhodonellum
Bradymonas,Bradymonas,Bradymonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/bradymonas
Pseudodesulfovibrio,Pseudodesulfovibrio,Desulfovibrionaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudodesulfovibrio
Flavihalobacter,Flavihalobacter,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/flavihalobacter
Catenisphaera,Catenisphaera,Erysipelotrichaceae,correct name,genus,https://lpsn.dsmz.de/genus/catenisphaera
Finegoldia,Finegoldia,Peptoniphilaceae,correct name,genus,https://lpsn.dsmz.de/genus/finegoldia
Scrofimicrobium,Scrofimicrobium,Actinomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/scrofimicrobium
Chitinibacter,Chitinibacter,Chromobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/chitinibacter
Thermorudis,Thermorudis,Thermomicrobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermorudis
Desulfococcus,Desulfococcus,Desulfobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/desulfococcus
Ferroglobus,Ferroglobus,Archaeoglobaceae,correct name,genus,https://lpsn.dsmz.de/genus/ferroglobus
Roseicitreum,Roseicitreum,Paracoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/roseicitreum
Odoribacter,Odoribacter,Odoribacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/odoribacter
Pseudorhodoplanes,Pseudorhodoplanes,Nitrobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudorhodoplanes
Sapientia,Sapientia,Oxalobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/sapientia
Methanomicrobium,Methanomicrobium,Methanomicrobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/methanomicrobium
Holdemanella,Holdemanella,Erysipelotrichaceae,correct name,genus,https://lpsn.dsmz.de/genus/holdemanella
Kribbella,Kribbella,Kribbellaceae,correct name,genus,https://lpsn.dsmz.de/genus/kribbella
Mangrovicoccus,Mangrovicoccus,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/mangrovicoccus
Pilibacter,Pilibacter,Enterococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/pilibacter
Nibribacter,Nibribacter,Hymenobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/nibribacter
Tenebrionibacter,Tenebrionibacter,Enterobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/tenebrionibacter
Cedecea,Cedecea,Enterobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/cedecea
Halotalea,Halotalea,Halomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/halotalea
Carnimonas,Carnimonas,Halomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/carnimonas
Budvicia,Budvicia,Budviciaceae,correct name,genus,https://lpsn.dsmz.de/genus/budvicia
Desertiactinospora,Desertiactinospora,Streptosporangiaceae,misspelling,genus,https://lpsn.dsmz.de/genus/desertiactinospora
