genus_name,type_species,parental_family,lpsn_no,nom_type,status,address
Holospora,Holospora undulata,Holosporaceae,517251,784021,correct name,https://lpsn.dsmz.de/genus/holospora
Limnospira,Limnospira fusiformis,Sirenicapillariaceae,6287,6761,correct name,https://lpsn.dsmz.de/genus/limnospira
Abiotrophia,Abiotrophia defectiva,Aerococcaceae,514986,772468,correct name,https://lpsn.dsmz.de/genus/abiotrophia
Sandaracinobacteroides,Sandaracinobacteroides hominis,Sphingosinicellaceae,28086,28110,correct name,https://lpsn.dsmz.de/genus/sandaracinobacteroides
Methyloferula,Methyloferula stellata,Beijerinckiaceae,518140,789504,correct name,https://lpsn.dsmz.de/genus/methyloferula
Sphaerotilus,Sphaerotilus natans,Comamonadaceae,516625,780973,correct name,https://lpsn.dsmz.de/genus/sphaerotilus
Coelocystis,Coelocystis kuetzingianum,Merismopediaceae,18056,18564,correct name,https://lpsn.dsmz.de/genus/coelocystis
Pseudooceanicola,Pseudooceanicola atlanticus,Roseobacteraceae,518755,792975,correct name,https://lpsn.dsmz.de/genus/pseudooceanicola
Planktomarina,Planktomarina temperata,Roseobacteraceae,518445,791265,correct name,https://lpsn.dsmz.de/genus/planktomarina
Microscilla,Microscilla marina,Microscillaceae,516096,778233,correct name,https://lpsn.dsmz.de/genus/microscilla
Flectobacillus,Flectobacillus major,Spirosomataceae,515642,776283,correct name,https://lpsn.dsmz.de/genus/flectobacillus
Allosalinactinospora,Allosalinactinospora lopnorensis,Nocardiopsidaceae,518657,792444,correct name,https://lpsn.dsmz.de/genus/allosalinactinospora
Pseudoseohaeicola,Pseudoseohaeicola caenipelagi,Roseobacteraceae,518745,792879,correct name,https://lpsn.dsmz.de/genus/pseudoseohaeicola
Aquiluna,Aquiluna borgnonia,[Actinomycetales; not assigned to family],19549,19556,correct name,https://lpsn.dsmz.de/genus/aquiluna
Indiicoccus,Indiicoccus explosivorum,Caryophanaceae,4869,5249,correct name,https://lpsn.dsmz.de/genus/indiicoccus
Oscillatoriopsis,Oscillatoriopsis obtusa,Oscillatoriaceae,19249,30084,correct name,https://lpsn.dsmz.de/genus/oscillatoriopsis
Mojavia,Mojavia pulchra,Nostocaceae,6374,6649,correct name,https://lpsn.dsmz.de/genus/mojavia
Cedecea,Cedecea davisae,Enterobacteriaceae,515327,774539,correct name,https://lpsn.dsmz.de/genus/cedecea
Proterendothrix,Proterendothrix scolecoidea,Microcoleaceae,6310,8136,correct name,https://lpsn.dsmz.de/genus/proterendothrix
Marinobacterium,Marinobacterium georgiense,Alteromonadaceae,516013,777703,correct name,https://lpsn.dsmz.de/genus/marinobacterium
Pseudohalioglobus,Pseudohalioglobus lutimaris,Halieaceae,7244,10575,correct name,https://lpsn.dsmz.de/genus/pseudohalioglobus
Pseudogracilibacillus,Pseudogracilibacillus auburnensis,Bacillaceae,518586,791985,correct name,https://lpsn.dsmz.de/genus/pseudogracilibacillus
Ellagibacter,Ellagibacter isourolithinifaciens,Eggerthellaceae,520375,797700,correct name,https://lpsn.dsmz.de/genus/ellagibacter
Caldimicrobium,Caldimicrobium rimae,Thermodesulfobacteriaceae,517585,786408,correct name,https://lpsn.dsmz.de/genus/caldimicrobium
Leuconema,Leuconema clavatulum,Leuconemataceae,22792,22786,correct name,https://lpsn.dsmz.de/genus/leuconema
Shimazuella,Shimazuella kribbensis,Thermoactinomycetaceae,517690,786906,correct name,https://lpsn.dsmz.de/genus/shimazuella
Casimicrobium,Casimicrobium huifangae,Casimicrobiaceae,562,3438,correct name,https://lpsn.dsmz.de/genus/casimicrobium
Gulosibacter,Gulosibacter molinativorax,Microbacteriaceae,515734,776628,correct name,https://lpsn.dsmz.de/genus/gulosibacter
Ferranicluibacter,Ferranicluibacter rubi,Rhizobiaceae,37689,37702,correct name,https://lpsn.dsmz.de/genus/ferranicluibacter
Gluconobacter,Gluconobacter oxydans,Acetobacteraceae,515714,776553,correct name,https://lpsn.dsmz.de/genus/gluconobacter
Lutibacter,Lutibacter litoralis,Flavobacteriaceae,517270,784164,correct name,https://lpsn.dsmz.de/genus/lutibacter
Usitatibacter,Usitatibacter rugosus,Usitatibacteraceae,17564,17572,correct name,https://lpsn.dsmz.de/genus/usitatibacter
Sciscionella,Sciscionella marina,Pseudonocardiaceae,517846,787733,correct name,https://lpsn.dsmz.de/genus/sciscionella
Pannus,Pannus spumosus,Merismopediaceae,6240,6605,correct name,https://lpsn.dsmz.de/genus/pannus
Pseudoprimorskyibacter,Pseudoprimorskyibacter insulae,Roseobacteraceae,11048,11136,correct name,https://lpsn.dsmz.de/genus/pseudoprimorskyibacter
Rhodovulum,Rhodovulum sulfidophilum,Roseobacteraceae,516488,780556,correct name,https://lpsn.dsmz.de/genus/rhodovulum
Terasakiispira,Terasakiispira papahanaumokuakeensis,Halomonadaceae,518798,793295,correct name,https://lpsn.dsmz.de/genus/terasakiispira
Halocatena,Halocatena pleomorpha,Halobacteriaceae,8287,8306,correct name,https://lpsn.dsmz.de/genus/halocatena
Sinorhodobacter,Sinorhodobacter ferrireducens,Paracoccaceae,520405,797875,misspelling,https://lpsn.dsmz.de/genus/sinorhodobacter
Dyella,Dyella japonica,Rhodanobacteraceae,515561,775865,correct name,https://lpsn.dsmz.de/genus/dyella
Chamaethrix,Chamaethrix vaginata,Leptolyngbyaceae,6204,6564,correct name,https://lpsn.dsmz.de/genus/chamaethrix
Cloacibacillus,Cloacibacillus evryensis,Synergistaceae,517642,786616,correct name,https://lpsn.dsmz.de/genus/cloacibacillus
Salinispora,Salinispora arenicola,Micromonosporaceae,516542,780731,correct name,https://lpsn.dsmz.de/genus/salinispora
Bacterioplanoides,Bacterioplanoides pacificum,Oceanospirillaceae,519099,794937,correct name,https://lpsn.dsmz.de/genus/bacterioplanoides
Yersinia,Yersinia pestis,Yersiniaceae,516947,785226,correct name,https://lpsn.dsmz.de/genus/yersinia
Neoasaia,Neoasaia chiangmaiensis,Acetobacteraceae,517294,784475,correct name,https://lpsn.dsmz.de/genus/neoasaia
Lutibaculum,Lutibaculum baratangense,Tepidamorphaceae,518232,790048,correct name,https://lpsn.dsmz.de/genus/lutibaculum
Streptostemon,Streptostemon capitatus,Tolypotrichaceae,6295,6623,correct name,https://lpsn.dsmz.de/genus/streptostemon
Pseudaminobacter,Pseudaminobacter salicylatoxidans,Phyllobacteriaceae,516410,779899,correct name,https://lpsn.dsmz.de/genus/pseudaminobacter
Chitinibacter,Chitinibacter tainanensis,Chromobacteriaceae,515357,774649,correct name,https://lpsn.dsmz.de/genus/chitinibacter
Paenochrobactrum,Paenochrobactrum gallinarii,Brucellaceae,517995,788625,correct name,https://lpsn.dsmz.de/genus/paenochrobactrum
Lancefieldella,Lancefieldella parvula,Atopobiaceae,520436,798324,correct name,https://lpsn.dsmz.de/genus/lancefieldella
Aestuariihabitans,Aestuariihabitans beolgyonensis,Roseobacteraceae,518472,791419,correct name,https://lpsn.dsmz.de/genus/aestuariihabitans
Sphingosinicella,Sphingosinicella microcystinivorans,Sphingosinicellaceae,517350,784918,correct name,https://lpsn.dsmz.de/genus/sphingosinicella
Halomicrobium,Halomicrobium mukohataei,Haloarculaceae,515761,776753,correct name,https://lpsn.dsmz.de/genus/halomicrobium
Rhodobaca,Rhodobaca bogoriensis,Paracoccaceae,517326,784769,correct name,https://lpsn.dsmz.de/genus/rhodobaca
Mesophilobacter,Mesophilobacter marinus,Pseudomonadaceae,516043,777767,correct name,https://lpsn.dsmz.de/genus/mesophilobacter
Natronospira,Natronospira proteinivora,Ectothiorhodospiraceae,519234,795712,correct name,https://lpsn.dsmz.de/genus/natronospira
Corticicoccus,Corticicoccus populi,Staphylococcaceae,519154,795202,correct name,https://lpsn.dsmz.de/genus/corticicoccus
Ancalochloris,Ancalochloris perfilievii,Chlorobiaceae,517178,783382,correct name,https://lpsn.dsmz.de/genus/ancalochloris
Desulfothermobacter,Desulfothermobacter acidiphilus,Thermoanaerobacteraceae,519332,796397,correct name,https://lpsn.dsmz.de/genus/desulfothermobacter
Spirillospora,Spirillospora albida,Thermomonosporaceae,516635,781059,correct name,https://lpsn.dsmz.de/genus/spirillospora
Parapusillimonas,Parapusillimonas granuli,Alcaligenaceae,517989,788604,correct name,https://lpsn.dsmz.de/genus/parapusillimonas
Sphaerobacter,Sphaerobacter thermophilus,Sphaerobacteraceae,516620,780966,correct name,https://lpsn.dsmz.de/genus/sphaerobacter
Granulibacter,Granulibacter bethesdensis,Acetobacteraceae,517465,785669,correct name,https://lpsn.dsmz.de/genus/granulibacter
Shewanella,Shewanella putrefaciens,Shewanellaceae,516592,780908,correct name,https://lpsn.dsmz.de/genus/shewanella
Bisgaardia,Bisgaardia hudsonensis,Pasteurellaceae,516979,789584,correct name,https://lpsn.dsmz.de/genus/bisgaardia
Ekhidna,Ekhidna lutea,Reichenbachiellaceae,517584,786318,correct name,https://lpsn.dsmz.de/genus/ekhidna
Succinispira,Succinispira mobilis,Acidaminococcaceae,516701,782287,correct name,https://lpsn.dsmz.de/genus/succinispira
Helcococcus,Helcococcus kunzii,Peptoniphilaceae,515783,776862,correct name,https://lpsn.dsmz.de/genus/helcococcus
Sulfurovum,Sulfurovum lithotrophicum,Helicobacteraceae,517356,785036,correct name,https://lpsn.dsmz.de/genus/sulfurovum
Rudaibacter,Rudaibacter terrae,Microbacteriaceae,518451,791295,correct name,https://lpsn.dsmz.de/genus/rudaibacter
Asaia,Asaia bogorensis,Acetobacteraceae,515182,773464,correct name,https://lpsn.dsmz.de/genus/asaia
Muricauda,Muricauda ruestringensis,Flavobacteriaceae,516130,778370,correct name,https://lpsn.dsmz.de/genus/muricauda
Altericista,Altericista lacusladogae,Merismopediaceae,1730,2915,correct name,https://lpsn.dsmz.de/genus/altericista
Burkholderia,Burkholderia cepacia,Burkholderiaceae,515281,774277,correct name,https://lpsn.dsmz.de/genus/burkholderia
Thermosulfidibacter,Thermosulfidibacter takaii,[Aquificales; not assigned to family],517768,787234,correct name,https://lpsn.dsmz.de/genus/thermosulfidibacter
Ornithobacterium,Ornithobacterium rhinotracheale,Weeksellaceae,516228,779013,correct name,https://lpsn.dsmz.de/genus/ornithobacterium
Alterococcus,Alterococcus agarolyticus,Opitutaceae,517173,783353,correct name,https://lpsn.dsmz.de/genus/alterococcus
Pseudodonghicola,Pseudodonghicola xiamenensis,Roseobacteraceae,518599,792060,correct name,https://lpsn.dsmz.de/genus/pseudodonghicola
Paraliobacillus,Paraliobacillus ryukyuensis,Bacillaceae,516259,779170,correct name,https://lpsn.dsmz.de/genus/paraliobacillus
Patiriisocius,Patiriisocius marinistellae,Flavobacteriaceae,8156,8212,correct name,https://lpsn.dsmz.de/genus/patiriisocius
Hominimerdicola,Hominimerdicola aceti,Oscillospiraceae,28091,28156,correct name,https://lpsn.dsmz.de/genus/hominimerdicola
Algoriella,Algoriella xinjiangensis,Weeksellaceae,518857,793682,correct name,https://lpsn.dsmz.de/genus/algoriella
Croceimicrobium,Croceimicrobium hydrocarbonivorans,Schleiferiaceae,19118,19120,correct name,https://lpsn.dsmz.de/genus/croceimicrobium
Alkalicoccus,Alkalicoccus saliphilus,Bacillaceae,519169,795285,correct name,https://lpsn.dsmz.de/genus/alkalicoccus
Eggerthella,Eggerthella lenta,Eggerthellaceae,515567,775884,correct name,https://lpsn.dsmz.de/genus/eggerthella
Neiella,Neiella marina,"Echinimonadaceae",518352,790774,correct name,https://lpsn.dsmz.de/genus/neiella
Volucribacter,Volucribacter psittacicida,Pasteurellaceae,516905,783062,correct name,https://lpsn.dsmz.de/genus/volucribacter
Desmonema,Desmonema dillwynii,Tolypotrichaceae,17921,18539,correct name,https://lpsn.dsmz.de/genus/desmonema
Aidingibacillus,Aidingibacillus halophilus,Bacillaceae,24695,24766,correct name,https://lpsn.dsmz.de/genus/aidingibacillus
Marinagarivorans,Marinagarivorans algicola,[Gammaproteobacteria; not assigned to family],518928,793999,correct name,https://lpsn.dsmz.de/genus/marinagarivorans
Geomesophilobacter,Geomesophilobacter sediminis,Geobacteraceae,20169,20178,correct name,https://lpsn.dsmz.de/genus/geomesophilobacter
Serinicoccus,Serinicoccus marinus,Ornithinimicrobiaceae,516587,780867,correct name,https://lpsn.dsmz.de/genus/serinicoccus
Bythopirellula,Bythopirellula goksoeyrii,Lacipirellulaceae,3454,24864,correct name,https://lpsn.dsmz.de/genus/bythopirellula
Koleobacter,Koleobacter methoxysyntrophicus,Koleobacteraceae,17730,17752,correct name,https://lpsn.dsmz.de/genus/koleobacter
Acinetobacter,Acinetobacter calcoaceticus,Moraxellaceae,515021,772613,correct name,https://lpsn.dsmz.de/genus/acinetobacter
Synechococcus,Synechococcus elongatus,Synechococcaceae,6370,8123,correct name,https://lpsn.dsmz.de/genus/synechococcus
Desulfitibacter,Desulfitibacter alkalitolerans,Peptococcaceae,517484,785767,correct name,https://lpsn.dsmz.de/genus/desulfitibacter
Citroniella,Citroniella saccharovorans,Peptoniphilaceae,521793,800703,correct name,https://lpsn.dsmz.de/genus/citroniella
Pricia,Pricia antarctica,Flavobacteriaceae,518247,790137,correct name,https://lpsn.dsmz.de/genus/pricia
Pseudobacter,Pseudobacter ginsenosidimutans,Chitinophagaceae,518998,794451,correct name,https://lpsn.dsmz.de/genus/pseudobacter
Tardiphaga,Tardiphaga robiniae,Nitrobacteraceae,518254,790180,correct name,https://lpsn.dsmz.de/genus/tardiphaga
Saccharibacter,Saccharibacter floricola,Acetobacteraceae,516523,780627,correct name,https://lpsn.dsmz.de/genus/saccharibacter
Thermovorax,Thermovorax subterraneus,Thermosediminibacteraceae,517866,787876,correct name,https://lpsn.dsmz.de/genus/thermovorax
Thermanaerovibrio,Thermanaerovibrio acidaminovorans,Synergistaceae,517129,782480,correct name,https://lpsn.dsmz.de/genus/thermanaerovibrio
Spongiimonas,Spongiimonas flava,Weeksellaceae,518477,791439,correct name,https://lpsn.dsmz.de/genus/spongiimonas
Persicitalea,Persicitalea jodogahamensis,Spirosomataceae,517567,786308,correct name,https://lpsn.dsmz.de/genus/persicitalea
Rarimicrobium,Rarimicrobium hominis,Dethiosulfovibrionaceae,518829,793506,correct name,https://lpsn.dsmz.de/genus/rarimicrobium
Pseudohongiella,Pseudohongiella spirulinae,[Gammaproteobacteria; not assigned to family],518697,792667,correct name,https://lpsn.dsmz.de/genus/pseudohongiella
Mariluticola,Mariluticola halotolerans,Devosiaceae,7985,39703,correct name,https://lpsn.dsmz.de/genus/mariluticola
Defluvicoccus,Defluvicoccus vanus,Geminicoccaceae,517218,783724,misspelling,https://lpsn.dsmz.de/genus/defluvicoccus
Segetibacter,Segetibacter koreensis,Chitinophagaceae,517635,786602,correct name,https://lpsn.dsmz.de/genus/segetibacter
Planctomicrobium,Planctomicrobium piriforme,Planctomycetaceae,518726,792789,correct name,https://lpsn.dsmz.de/genus/planctomicrobium
Pseudorhodoferax,Pseudorhodoferax soli,Comamonadaceae,517918,788212,correct name,https://lpsn.dsmz.de/genus/pseudorhodoferax
Flagellatimonas,Flagellatimonas centrodinii,Nevskiaceae,23000,23068,correct name,https://lpsn.dsmz.de/genus/flagellatimonas
Albirhodobacter,Albirhodobacter marinus,Paracoccaceae,518704,792709,correct name,https://lpsn.dsmz.de/genus/albirhodobacter
Pyrolobus,Pyrolobus fumarii,Pyrodictiaceae,516443,780285,correct name,https://lpsn.dsmz.de/genus/pyrolobus
Pontibacillus,Pontibacillus chungwhensis,Bacillaceae,516375,779748,correct name,https://lpsn.dsmz.de/genus/pontibacillus
Caldovatus,Caldovatus sediminis,Acetobacteraceae,519302,796185,correct name,https://lpsn.dsmz.de/genus/caldovatus
Thalassorhabdus,Thalassorhabdus alkalitolerans,Bacillaceae,520396,797843,correct name,https://lpsn.dsmz.de/genus/thalassorhabdus
Limibacillus,Limibacillus halophilus,Rhodovibrionaceae,518781,793170,correct name,https://lpsn.dsmz.de/genus/limibacillus
Rariglobus,Rariglobus hedericola,Opitutaceae,4967,5881,correct name,https://lpsn.dsmz.de/genus/rariglobus
Cagniardia,Cagniardia cyanea,Microcystaceae,17873,18632,correct name,https://lpsn.dsmz.de/genus/cagniardia
Kutzneria,Kutzneria viridogrisea,Pseudonocardiaceae,515904,777225,correct name,https://lpsn.dsmz.de/genus/kutzneria
Ancylothrix,Ancylothrix rivularis,Phormidiaceae,521783,800676,correct name,https://lpsn.dsmz.de/genus/ancylothrix
Georgfuchsia,Georgfuchsia toluolica,Sterolibacteriaceae,518075,789117,correct name,https://lpsn.dsmz.de/genus/georgfuchsia
Salinicoccus,Salinicoccus roseus,Staphylococcaceae,516539,780727,correct name,https://lpsn.dsmz.de/genus/salinicoccus
Tetrachloris,Tetrachloris inconstans,Chroococcaceae,34844,37000,correct name,https://lpsn.dsmz.de/genus/tetrachloris
Halomicronema,Halomicronema excentricum,Nodosilineaceae,519032,800999,correct name,https://lpsn.dsmz.de/genus/halomicronema
Pseudidiomarina,Pseudidiomarina taiwanensis,Idiomarinaceae,517320,784698,correct name,https://lpsn.dsmz.de/genus/pseudidiomarina
Rubritalea,Rubritalea marina,Rubritaleaceae,517401,785420,correct name,https://lpsn.dsmz.de/genus/rubritalea
Sporolituus,Sporolituus thermophilus,Sporomusaceae,517916,788174,correct name,https://lpsn.dsmz.de/genus/sporolituus
Virgisporangium,Virgisporangium ochraceum,Micromonosporaceae,516901,783056,correct name,https://lpsn.dsmz.de/genus/virgisporangium
Asterocapsa,Asterocapsa gloeotheceformis,Chroococcaceae,6191,8057,correct name,https://lpsn.dsmz.de/genus/asterocapsa
Metabacillus,Metabacillus fastidiosus,Bacillaceae,4943,5934,correct name,https://lpsn.dsmz.de/genus/metabacillus
Jonquetella,Jonquetella anthropi,Synergistaceae,517708,787061,correct name,https://lpsn.dsmz.de/genus/jonquetella
Enterobacillus,Enterobacillus tribolii,Enterobacteriaceae,518759,792987,correct name,https://lpsn.dsmz.de/genus/enterobacillus
Stecheria,Stecheria intestinalis,Erysipelotrichaceae,20220,20248,correct name,https://lpsn.dsmz.de/genus/stecheria
Marinovum,Marinovum algicola,Roseobacteraceae,516018,777722,correct name,https://lpsn.dsmz.de/genus/marinovum
Propioniciclava,Propioniciclava tarda,Propionibacteriaceae,518126,789444,correct name,https://lpsn.dsmz.de/genus/propioniciclava
Caloranaerobacter,Caloranaerobacter azorensis,Clostridiaceae,516985,774364,correct name,https://lpsn.dsmz.de/genus/caloranaerobacter
Desertimonas,Desertimonas flava,Ilumatobacteraceae,520422,797926,correct name,https://lpsn.dsmz.de/genus/desertimonas
Psychrilyobacter,Psychrilyobacter atlanticus,Fusobacteriaceae,517593,786327,correct name,https://lpsn.dsmz.de/genus/psychrilyobacter
Anaeromicropila,Anaeromicropila herbilytica,Lachnospiraceae,36046,36054,correct name,https://lpsn.dsmz.de/genus/anaeromicropila
Rhodophyticola,Rhodophyticola porphyridii,Roseobacteraceae,521816,800852,correct name,https://lpsn.dsmz.de/genus/rhodophyticola
Bulleidia,Bulleidia extructa,Erysipelotrichaceae,515278,774261,correct name,https://lpsn.dsmz.de/genus/bulleidia
Jatrophihabitans,Jatrophihabitans endophyticus,Jatrophihabitantaceae,518334,790657,correct name,https://lpsn.dsmz.de/genus/jatrophihabitans
Salinicola,Salinicola socius,Halomonadaceae,517712,787075,correct name,https://lpsn.dsmz.de/genus/salinicola
Neptunicoccus,Neptunicoccus sediminis,Roseobacteraceae,520374,797699,correct name,https://lpsn.dsmz.de/genus/neptunicoccus
Thermocrispum,Thermocrispum municipale,Pseudonocardiaceae,516788,782580,correct name,https://lpsn.dsmz.de/genus/thermocrispum
Guyparkeria,Guyparkeria halophila,Thioalkalibacteraceae,519287,796112,correct name,https://lpsn.dsmz.de/genus/guyparkeria
Owenweeksia,Owenweeksia hongkongensis,Schleiferiaceae,516234,779022,correct name,https://lpsn.dsmz.de/genus/owenweeksia
Arundinibacter,Arundinibacter roseus,Cytophagaceae,521872,801282,correct name,https://lpsn.dsmz.de/genus/arundinibacter
Streptantibioticus,Streptantibioticus cattleyicolor,Streptomycetaceae,31363,31419,correct name,https://lpsn.dsmz.de/genus/streptantibioticus
